Stkcd,Empnum,Vmntw3,A001000000,B001100000,B002000000,C001000000,T40801,T60200
2896,1607,1859300,1082313757.42,760573346.34,70431226.18,196032675.43,0.1016,0.8804
2897,7007,1711200,3476953194.49,3268276783.86,174114239.62,277440030.72,0.1299,1.0202
2898,353,1005900,813959860.22,120684285.67,-67221883.44,174690.52,-0.1145,-0.3819
2899,1563,1458900,1361829353.55,867983976.18,39561922.07,113481800.02,0.0365,0.3297
2900,1675,2160000,2482760796.58,1338882990.74,26633213.18,-4507046.05,0.0149,0.0841
2901,2495,2558000,2637596622.12,1586860209.21,614754407.43,555769602.12,0.2881,1.5283
2902,4094,2293400,2479968272.55,1688902719.23,1683406.07,24402985.73,0.0015,0.008
2903,395,2040500,954379446.82,304294076.97,41661497.6,93567883,0.0626,0.274
2905,3103,1331600,2663654060.49,589491283.02,-509232146.05,-80443517.56,-0.3483,-1.3532
2906,4764,3651700,4994767357.68,3374433984.59,180130839.18,135156570.7,0.0503,0.3807
2907,1520,3028900,1721413431.4,882474476.57,119187200.42,113637988.98,0.1009,0.2967
2908,1122,3110500,1031929962.21,562467225.24,72089762.33,32458881.92,0.0923,0.359
2909,893,2252800,1649087552.24,1258711606.33,112765084.95,193576326.86,0.1297,0.4231
2910,1268,1185500,3080558015.83,739820698.2,10453468.09,141646871.16,0.0066,0.0447
2913,4601,3594400,4450232825.15,2910709169.85,349246718.65,338217808.73,0.1269,2.3631
2915,696,3177200,1602266998.84,1034176410.23,118409073.21,192549116.96,0.1171,0.5804
2917,1163,2170200,1187906436.37,633044048.75,76699261.37,18125899.84,0.0922,0.2827
2918,4471,9744200,7579689403.1,4863848561.83,566404846.61,575880502,0.1575,1.3947
2919,1529,1217900,879177170.27,680571308.29,102240267.9,170972764.94,0.156,0.8371
2922,2457,2711298.53,2312982402.75,1406042508.54,47709561.17,24440838.85,0.0327,0.2736
2923,1479,2024900,1513772150.91,1252630836.95,135862411.12,250346177.78,0.1309,0.7308
2927,1276,1316200,1213131482.21,779118593.56,101651636.96,27112397.21,0.1111,0.4545
2928,5045,3255700,11507588172.59,4727891755.42,612889904.77,1007667347.4,0.1557,0.6047
2929,4182,771200,6938337297.51,4192633827.73,230451026.25,331657337.95,0.0697,1.044
2930,1043,1536900,6358418564.55,848319886.46,249971033.94,585694244.07,0.1046,0.563
2931,854,1440900,943567097.03,548079749.77,85006282.69,59393039.23,0.1249,0.5978
2932,822,1481000,1426645523.77,959099196.3,475628017.16,359682449.1,0.4266,6.8926
2933,322,3387800,1742330315.28,319986969,96887652.43,156214970.51,0.0607,0.8256
2937,2819,2786400,1264029860.68,1040387534.88,127230835.37,285412478.56,0.127,0.4322
2940,910,1904800,1940754044.72,1289647101.26,181301454.67,198612986.3,0.1316,1.8896
2942,1287,2103400,1350057453.24,1193675122.87,175242460.14,140942185.71,0.1644,1.4604
2943,587,789900,1096016210.22,365289954.56,-5127512.2,-27828292.68,-0.0065,-0.0513
2945,1290,7031600,24795999911.52,996405743.02,812496331.45,10773784414.7,0.135,0.3009
2946,8923,3964000,8578819576.43,6748631857.2,289434618.31,719441754.45,0.1012,0.339
2947,1364,5108100,1660543910.87,643623742.97,105129043.05,142958182.43,0.082,0.8301
2949,4941,5136800,2753464761.56,1894093767.54,191195712.52,259646793.08,0.1322,0.9753
2950,5426,19289900,4856080464.92,3834498022.4,1160462778.01,1436740713.51,0.397,1.8325
2953,1903,1703200,1450487929.3,1628943070.43,105257841.38,-83297034.61,0.102,0.6054
2955,2853,2606700,4138586353.41,3993644812.01,95249034.34,145634352.38,0.0314,0.4028
2956,2828,2283500,1696821097.88,1024479558.84,132209490.66,117132789.38,0.0983,0.8263
2959,4273,3175000,3691795779.24,3659948367.01,428135871.53,1207509003.45,0.217,2.7445
2961,545,4461900,11332854882.4,1250527654.79,248842249.21,-31895574.4,0.1256,0.5592
2962,1326,1387800,2006726116.65,588544742.4,138013225.86,264651765.28,0.0792,0.564
2963,467,2553500,2135553230.48,598116208.17,42750623.22,-122943040.38,0.0258,0.2843
2965,2904,2774700,3295723984.48,1839381953.23,161600938.61,119669915.1,0.0863,1.0723
2968,24629,2422300,1232555506.35,1318348771.98,131979174.73,173325797.49,0.1547,1.2281
2970,2069,4950000,2288841290.77,1608955037.3,238424864.95,151999487.22,0.1508,1.3798
2971,850,2155500,1822996604.12,824144800.55,87094977.1,5015001.94,0.08,0.5443
2972,367,2312200,1307430818.68,360548160.92,137432311.91,81684464.92,0.1198,0.7794
2973,44510,4440600,4472312661.08,2829108743.25,406982426.18,305474021.77,0.2388,0.9959
2975,2041,8460300,1687922991.26,1375964707.52,348093940.28,288319723.04,0.255,2.5055
2976,917,2230400,1106480332.51,584194761.01,63864638.21,53271588.88,0.0845,0.6386
2977,165,1497000,1123832495.5,218622306.07,82369550.58,27892067.55,0.0891,1.152
2978,1019,2512300,4766222410.39,1636423749.84,700565721.77,976787029.6,0.1735,1.747
2979,846,2869900,1378560778.94,946426258.88,188193165.48,114237628.31,0.1684,0.9048
2980,1319,5016400,1190985051.58,962660824.57,337676320.11,295572015.67,0.3192,2.5326
2981,2997,1446200,1236505128.3,904715193.7,45459132.47,40634009,0.0544,0.4735
2982,6801,1327700,2377630161.37,2189585769.77,170147690.99,161469618.87,0.1042,1.6701
2983,679,1493500,1396699919.52,559786778.54,87383650.95,130199423.87,0.085,0.6168
2984,2511,2293200,7736737202.19,4705381830.54,980552549.83,1680978801.3,0.1767,1.5093
2985,729,4340000,2725379235.51,686679972.69,344008697.24,107940748.59,0.1515,2.2909
2986,379,3082900,2216445781,2298079151.59,30823961.2,70232512.75,0.0154,0.272
2987,22011,2734900,2089086168.77,2292568492.7,276076218.15,55374322.9,0.1558,1.7184
2988,3623,1406600,4013614714.62,3437139446.6,115928265.55,20278775.89,0.0546,0.498
2989,1392,5257300,3055984211.41,2564932249.64,188831648.8,70519036.69,0.1166,1.2472
2990,940,2902500,2470235160.18,935109861.04,224394143.5,44892278.96,0.1189,1.7775
2991,2018,2053000,1760405775.66,1172353262.21,179272042.03,203255609.09,0.1262,1.9232
2992,2290,1269500,2597114364.54,1378393381.42,31175847.77,-85177850.97,0.0206,0.226
2993,5595,4164500,4197474210.82,2945202862.22,329038611.16,641658470.33,0.1485,1.8199
2995,988,2818400,1633328105.03,3270120931.5,104933938.83,-12194191.53,0.1013,1.6226
2996,1121,725100,3035083971.9,4868892433.15,220768128.91,-207152134.93,0.1085,0.5029
2997,1536,2403300,2598503193.38,949866219.1,108125139.06,69632636.14,0.0952,0.5889
2998,973,1666301,1644471537.21,1363603446.25,135175136.51,92551816.12,0.0963,0.4141
3000,1787,2433100,995758600.2,909118462.77,103283580.51,10286761.64,0.119,0.2582
3001,361,1020100,1965222873.28,1129216378.21,100799912.27,11909824.02,0.0788,1.0373
3002,1700,510000,1262524644.2,556401246.98,103740430.75,103172653.77,0.0968,0.5187
3003,1260,1015400,1583561564.32,1015338703.36,59115487.36,16767324.73,0.0483,0.3345
3004,596,1650000,892565832.84,307987857.36,70471260.88,113987375.46,0.0989,0.8611
3005,597,3375500,1874970676.45,600682252.57,148053628.68,72283635.4,0.1076,1.3967
3006,2049,4751600,1465009779,1250751478,182074692,250774493,0.162,0.4256
3007,884,1304600,1084745907.13,443560210.3,66147153.75,60302805.72,0.0722,0.8268
3010,899,3820300,1173272959.62,1135791269.78,88047834.02,-94416494.36,0.0838,0.7235
3011,1433,5559300,1742467891.34,1223943244.11,188287509.85,190055860.92,0.1555,2.5673
3012,10413,3583200,12543850395.22,7158313368.95,848387587.07,1336333800.42,0.1128,0.7233
3015,431,1842000,1437503764.96,517327193.63,99085052.6,112246546.17,0.0879,0.3525
3017,908,1328578.5,1228800981.37,678335140.62,91606026.29,112488116.3,0.0956,1.5268
3018,546,3131900,1337845234.11,514361903.74,88208974.16,133745865.15,0.0684,0.3393
3020,975,1648200,1536019607.62,1894291431.49,135116122.69,172489276.44,0.1151,1.4585
3021,1765,2234100,3114376307.77,1195088656.75,244744843.97,147460843.66,0.0883,2.2944
3023,3158,2187600,1881968471.31,1064613524.52,117972756.44,195227488.24,0.0905,1.4559
3025,310,1525200,989742303.8,388062815.33,93633315.68,122689856.78,0.1121,1.1647
3026,535,1815700,844011865.29,272877624.09,86727482.79,85666526.42,0.116,0.8694
3027,645,1070200,2047450024.45,767544119.4,176676024.72,93472614.98,0.1144,2.0385
3028,1165,3692200,1424515830.24,994186704.54,173659921.78,137221535.82,0.1678,1.5845
3029,855,5559200,1701793425.35,610376415.23,115423331.86,110534120.5,0.0911,0.6398
3030,3259,2686600,1578533115.3,1225173705.54,100989865.46,184545501.55,0.1018,0.8093
3032,1652,3690400,1111014093.26,639619907.27,65067963.84,16093293.74,0.0765,0.1796
3033,1545,4544600,717538362.52,977454462.97,108810948.59,103376030.12,0.2225,1.7751
3036,668,3617800,1485029172.07,667778394.56,60568488.17,44716326.85,0.072,0.3739
3037,5501,9508800,4203686037.55,7151520839.7,330154336.84,771048129.17,0.2488,0.7575
3040,1513,2539000,1615111825.12,1025155857.95,102134389.16,349039668.27,0.0974,0.2668
3041,1656,1673200,838848022.86,891421597.78,121697539.82,179027231.84,0.1873,1.6226
300001,6562,2816900,17066814167,7420617421.95,150121657.62,160070339.2,0.0279,0.1505
300002,3062,4175500,5190170901.31,3595794691.29,327347435.86,641503700.76,0.0827,0.1669
300003,9388,5600000,18156865082.22,8038667540.97,1877078567.19,2089699304.89,0.1781,1.0402
300004,991,1712900,2988368071.22,798608043.63,135877628.18,-191369767.52,0.0606,0.2831
300005,469,5718200,2399790259.61,912175256.51,-277008431.32,-124688307.03,-0.1308,-0.3135
300006,1438,1616000,3147802975.26,1583529913.64,-344655919.6,224539200.06,-0.2798,-0.4243
300007,2548,2212400,5252332809.52,1941168910.89,249683196.25,586121669.26,0.1185,0.8521
300008,779,1545000,2038996381.88,523552744.58,26264195.47,-128531902.11,0.0159,0.0152
300009,2384,2466000,3504878857.95,1701417216.2,346534621.43,464796376.62,0.1183,0.2538
300010,2420,3250200,4538534577.87,1386158996.62,-2706922915.49,91953382.83,-3.1622,-3.1174
300011,1915,3196700,3302210961.75,1219750004.83,-473272052.9,46668008.34,-0.3208,-0.8472
300012,10069,5741700,5454676439.17,3567712761.65,589100312.61,930952966.89,0.1537,0.3538
300013,2347,2174200,1108872107.68,806714034.61,-609213924.64,-5945620.84,-2.4442,-1.3638
300014,9669,3951300,25700202987.26,8161806164.32,1681314606.49,1547616814.41,0.1009,0.8901
300015,22808,3967200,15540590965.14,11912409984.58,1877168828.81,3343611325.29,0.1762,0.4555
300016,827,3086500,2847573506.75,827337626.08,153995860.23,176002788.36,0.0814,0.3114
300017,2374,8823900,10160745437.56,5686641002.77,219504516.8,797525770.49,0.0252,0.0895
300018,1026,2618200,1322615923.51,406391731.77,49622640.83,42357987.19,0.0431,0.1032
300019,1123,2876300,1802190032.22,1523634033.07,201039396.61,222345903.15,0.1917,0.6076
300020,650,1451300,6713578738.66,2138181930.27,151368294.85,-91492084.57,0.0432,0.2308
300021,2401,2846100,5506071992.39,2017704487.9,119234223.19,-266461616.46,0.0609,0.1495
300022,1010,1470000,1635528810.9,2496984037.68,20453101.85,131754656.74,0.0708,0.0538
300023,71,2008000,518933976.87,32644695.06,-1810558.3,-4562797.28,-0.0037,-0.0057
300025,1447,1082600,959809678.04,794262006.32,-151349983.69,-4124254.07,-0.4666,-0.3532
300026,5784,11831100,10179628487.94,6488115933.34,559679537.04,196661909.63,0.0757,0.1863
300027,800,6328700,9602346304.29,1499998801.86,-1075498988.85,246393539.52,-0.2965,-0.387
300029,100,1187600,220807920.85,112525653.5,-31944741.45,-27509988.42,-2.2168,-0.1597
300030,928,1905400,1744756402.84,919225503.69,163321420.22,141274052.87,0.1629,0.5289
300031,1194,1614000,4766405298.6,2637922427.09,441013188.21,277767132.94,0.1429,1.1115
300032,5635,3770000,2270870520.57,1742206672.72,-250616183.93,-36238650.26,-0.2092,-0.312
300033,4058,3190000,7155697274.87,2843697937.51,1723975028.38,2066010014.73,0.33,3.2068
300035,1087,1491900,2786201082.39,973626797.74,163811479.61,116966107.58,0.0783,0.2549
300036,3762,2854800,3584908028.11,1610047437.17,234213299.76,229598212.18,0.1092,0.5177
300037,2405,7742400,7396087264.89,2961035387.4,523822310.31,880534665.62,0.1021,1.2751
300038,1910,2686100,5485520380.09,4504137563.95,-8015863661.54,-764652463.8,-2.8572,-6.8405
300039,1640,1201700,2877284200.91,908008861.43,106122746.6,250649879.39,0.0412,0.1015
300040,1309,708000,7217505486.61,1279867537.35,77146806.49,-76385767.56,0.0322,0.2028
300041,1412,1620400,3340496743.86,2163730555.06,220281793.98,130849012.8,0.113,0.5112
300042,443,4507800,1179133606.27,1490916555.94,70652219.78,19094663.11,0.0664,0.3526
300043,2388,1343100,5360084427.62,1742854011.17,26020601.85,651538788.84,0.0089,0.0209
300044,1038,2021500,4828025449.52,1362615496.77,-148915771.76,24295336.55,-0.0989,-0.1914
300045,725,1577000,2394246267.44,645075495.41,29189292.19,109625323.16,0.0167,0.0475
300046,520,845300,769275218.09,388244929.38,30105533.49,66195285.75,0.0467,0.1413
300047,5218,4365700,6053841708.24,5254159764.77,174815249.91,23966595.11,0.0506,0.2741
300048,1224,957400,2599945857.59,1256569347.18,-628198500.19,133797288.89,-0.3821,-0.567
300049,508,2437700,2290529206.59,807532608.2,90269008.46,200151631.24,0.0559,0.3432
300050,1153,3420000,3077088296.43,675174187.75,24361256.05,26862747.64,0.0101,0.0426
300051,458,1140300,699891894.67,221676657.8,-71750717.21,19408981.88,-0.2984,-0.1962
300052,404,1017300,1054418691.45,293843947.62,-137328659.09,36168560.45,-0.1962,-0.5221
300054,3010,1571000,4450170835.1,1816859092.2,-131037193.82,388501685.89,-0.0351,-0.1404
300055,1153,2550000,6542873619.6,631016328.88,-376289269.3,212774424.37,-0.0696,-0.4349
300056,1485,3198300,1619800774.75,1824388662.57,39033763.83,-166153124.46,0.0345,0.1013
300057,1584,3169000,8280120805.27,5068584855.26,67614962.68,316962629.29,0.0183,0.1002
300058,5058,3984000,21518969469.61,40526890931.49,742864570.38,1310481379.12,0.0827,0.2982
300059,4927,10107600,110328735766.33,8238557108.92,4778104850.74,4529026641.46,0.1441,0.5547
300061,2550,4100100,2149607734.64,1465204977.83,-767901568.7,-12427179.36,-0.5853,-1.1463
300062,967,1821500,1959253005.39,949974459.86,13804689.91,134288787.15,0.0172,0.0448
300063,1955,11771200,3179880580.88,10674947586.63,124668313.47,82969637.71,0.0954,0.1662
300064,1239,1218200,6377609474.98,478374496.91,-1242370782.19,27798376.46,-2.5143,-1.0306
300065,489,1537100,2918631553.99,870931039.56,56353112.01,160702882.89,0.0345,0.1415
300066,1493,3874300,2361810449.65,938315740.64,222247015.06,52379051.59,0.1083,0.2137
300067,808,2530000,2330355222.39,995043551.64,117112447.22,70771182.07,0.0668,0.1257
300068,7469,3224800,14282786784.69,10259772565.4,-402767491.74,380524043.7,-0.0699,-0.4685
300069,241,1130000,538902593.27,128531448,-61968184.34,4336852.25,-0.1937,-0.5296
300070,6151,2663000,68938425459.58,9617575765.71,1199902374.13,1545496808.45,0.0506,0.3792
300072,5511,3752200,18889296831.4,7133442298.65,-1353534017.01,-926110670.91,-0.1385,-0.576
300074,459,2533900,1738680519.54,445330381.87,25269224.39,94912802.45,0.0217,0.0473
300075,8323,2963000,4057269438.91,1413997067.6,158392010.01,225694815.35,0.0509,0.3288
300076,233,3439000,1123310680.83,179632394.34,15879537.69,-61752750.74,0.0154,0.0375
300078,2304,2159700,4722321862.47,1471264743.1,106963010.18,-13707363.29,0.0357,0.123
300079,736,2268300,4561214767.45,986667922.96,95882697.14,234522238.25,0.0243,0.0671
300080,4416,1344100,9393964970.98,3968500794.05,-73080111.71,249985561.26,-0.0139,-0.0351
300081,702,2137100,2568446147.6,335524789.32,-523406927.78,-35490155.57,-0.2599,-0.9891
300082,1545,2936300,5433135137.77,5708496215.32,437471374.77,622849757.51,0.1246,0.6432
300083,2356,2459900,7576899295.03,3425648626.02,-707792328.84,182982296.6,-0.3456,-0.4955
300084,930,3006000,2391752289.94,503660109.65,-600795829.79,68552612.98,-0.4678,-1.5615
300085,1031,887700,2106152382.64,1390460207.58,35500569.24,144663486.53,0.0255,0.0502
300086,1348,1052500,2613674492.96,921642902.81,19986839.47,-16742829.71,0.0125,0.0444
300087,928,2654100,2472447760.58,1601709079.85,146896089.41,-64974818.15,0.1656,0.3414
300088,13230,5347100,9889974875.69,6843956121.41,850416990.46,1613905053.12,0.1189,0.3464
300089,548,1097600,1848352576.22,126552542.02,-233363485.38,-16151947.33,-2.2875,-0.4851
300091,1364,1672200,6113267841.68,1436058154.28,52331908.18,-46045138.93,0.0211,0.0425
300092,667,1354000,1183934520.81,735160831.61,79260204.85,-9016269.46,0.119,0.3422
300093,719,1342000,989981774.38,329294717.09,-130975483.44,-114739633.69,-0.2583,-0.6064
300094,4463,2040900,5094126220.17,4494106122.88,-283379723.38,-235976239.88,-0.1413,-0.3092
300095,1862,1168300,2912106995.12,1314830576.18,174880454.76,309986164.75,0.1136,0.4618
300096,2891,2215100,1847676328.41,1051064058.34,61423135.34,-58728017.29,0.0677,0.1428
300097,1154,4452500,2348786738.39,1187325841.62,37962862.74,190881391.59,0.0275,0.1316
300098,3274,2488600,6208846936.15,2326086511.15,-1115805734.04,-201527556.67,-0.3275,-0.639
300099,551,1204000,2037972066.5,537135315.83,113728348.85,102399017.78,0.0632,0.1704
300100,4372,1177100,5504223444.68,3576735898.57,85562794.73,596700802.29,0.0477,0.2105
300101,832,1860400,1946919536.65,577177641.22,83809878.76,124524865.09,0.07,0.1504
300102,2247,2368700,6213657909.84,1315719833.58,-247682074.83,123810874.75,-0.1052,-0.3501
300103,621,1040200,2331470997.77,1279083606.78,78898523.49,30540926.9,0.0593,0.2484
300107,895,1632400,1596913103.91,563706641.61,45337022.41,280205960.83,0.0306,0.0822
300108,1338,3576300,2739752697.28,648546128.84,-418084622.99,-141792383.33,-15.3708,-0.6277
300109,962,1070000,4145478401.96,978529109.83,32643386.68,266871090.46,0.0106,0.101
300110,2532,4701700,3415544750.98,1616318827.74,96889512.54,-10741420.06,0.0416,0.082
300111,287,1190600,564444831.14,286955031.33,67361394.01,53314057.11,0.2485,0.0602
300112,1275,1369200,1380648875.73,732202203.62,90090469.65,106238403.92,0.0805,0.3153
300113,1469,2919200,2936380008.79,1044126473.9,115424471.99,-29071009.58,0.0456,0.1662
300115,24298,2661900,13619861267.11,9797911444.51,603353867.92,862291239.74,0.0865,0.6028
300116,809,2592400,775156565.87,140504993.97,-177297144.16,-352205283.73,-0.4321,-0.0414
300117,906,829200,5513566072.65,2078633676.06,80816729.13,15153508.64,0.0555,0.1128
300118,8554,5984100,28922830321.96,16063492270.89,236276830.52,686412831.44,0.0238,0.2621
300119,2260,1650000,3899241446.97,2000407106.41,439490573.35,388439470.67,0.1606,1.0865
300120,2500,2150500,4101520856.41,3115096153.28,81876919.85,-56910780.76,0.0319,0.1763
300121,1698,1945900,2306090924.11,1943387548.06,125781030.33,177719773.31,0.076,0.3353
300122,3380,3057400,15215241753.29,15190366231.21,3301326830.15,3496688940.12,0.4002,2.0633
300123,2049,1227400,8244964153.63,1812879618.93,30132725.99,48269786.14,0.0057,0.0299
300124,12866,9096600,18647589892.89,11511316766.18,2181697584.96,1467347716.94,0.1981,1.2686
300125,749,1856400,2357678936.08,282327984.92,-58199139.91,27005751.4,-0.0658,-0.2192
300126,1022,1462500,1268156212.82,429186076.4,11516856.99,6429151.17,0.0113,0.0379
300127,1060,2285800,1362373080.65,604254589.02,149132571.29,156696097.77,0.1147,0.4615
300128,1548,3870300,2353168608.18,1364232745.17,26868962.97,201682910.32,0.0211,0.0246
300129,863,1744900,4853279411.37,3603968481.77,355979855.47,-72649935.56,0.1362,0.495
300130,2428,2629100,3376142629.91,2632361743.29,85109652.6,345025710.66,0.0351,0.174
